season,week,celebrity_name,评委份额,观众份额,总体份额
1,1,Evander Holyfield,0.1651376146787475,0.2261198313718152,0.3912574460505628
1,1,Joey McIntyre,0.1834862385319417,0.2333942599462336,0.4168804984781754
1,1,John O'Hurley,0.1834862385319417,0.2333942599462336,0.4168804984781754
1,1,Kelly Monaco,0.1192660550457621,0.0736973887894839,0.1929634438352461
1,1,Rachel Hunter,0.1834862385319417,0.2333942599462336,0.4168804984781754
1,1,Trista Sutter,0.1651376146787475,0.0,0.1651376146787475
1,2,Evander Holyfield,0.1157024793387473,0.1998748554232083,0.3155773347619557
1,2,Joey McIntyre,0.173553719008121,0.3597260826436502,0.5332798016517712
1,2,John O'Hurley,0.2148760330576736,0.1503508967174981,0.3652269297751718
1,2,Kelly Monaco,0.1404958677684789,0.0,0.1404958677684789
1,2,Rachel Hunter,0.1983471074378526,0.0950617239628805,0.2934088314007332
1,2,Trista Sutter,0.1570247933882999,0.1949864412527626,0.3520112346410625
1,3,Evander Holyfield,0.1226415094338465,0.1658555987004549,0.2884971081343015
1,3,Joey McIntyre,0.2075471698111249,0.2980203883430978,0.5055675581542228
1,3,John O'Hurley,0.226415094339409,0.3023145160858517,0.5287296104252608
1,3,Kelly Monaco,0.1981132075469829,0.0,0.1981132075469829
1,3,Rachel Hunter,0.2452830188676931,0.2338094968705954,0.4790925157382886
1,4,Joey McIntyre,0.2173913043475898,0.2509538515383886,0.4683451558859784
1,4,John O'Hurley,0.2282608695649692,0.4018175087618215,0.6300783783267907
1,4,Kelly Monaco,0.2826086956518667,0.0,0.2826086956518667
1,4,Rachel Hunter,0.2717391304344872,0.3472286396997899,0.6189677701342771
1,5,Joey McIntyre,0.3082191780817696,0.3742375566142936,0.6824567346960632
1,5,John O'Hurley,0.3698630136981234,0.6257624433857064,0.99562545708383
1,5,Kelly Monaco,0.3219178082187371,0.0,0.3219178082187371
1,6,John O'Hurley,0.4954128440357882,1.0,1.4954128440357883
1,6,Kelly Monaco,0.5045871559623769,0.0,0.5045871559623769
2,1,Drew Lachey,0.1230769230768599,0.0,0.1230769230768599
2,1,George Hamilton,0.0923076923076449,0.0228287385692157,0.1151364308768607
2,1,Giselle Fernandez,0.1179487179486574,0.1022636249277461,0.2202123428764036
2,1,Jerry Rice,0.1076923076922524,0.06711503549144,0.1748073431836925
2,1,Kenny Mayne,0.0666666666666324,0.1164890605088754,0.1831557271755079
2,1,Lisa Rinna,0.0974358974358474,0.2257964142661269,0.3232323117019744
2,1,Master P,0.0615384615384299,0.0122605265745736,0.0737989881130036
2,1,Stacy Keibler,0.1128205128204549,0.2045272498554923,0.3173477626759473
2,1,Tatum O'Neal,0.1179487179486574,0.1022636249277461,0.2202123428764036
2,1,Tia Carrere,0.1025641025640499,0.1464557248787834,0.2490198274428334
2,2,Drew Lachey,0.1349999999999325,0.0863217445786855,0.221321744578618
2,2,George Hamilton,0.109999999999945,0.1212698052383148,0.2312698052382598
2,2,Giselle Fernandez,0.11999999999994,0.1492808380199132,0.2692808380198532
2,2,Jerry Rice,0.1149999999999425,0.1632966012225064,0.2782966012224489
2,2,Lisa Rinna,0.09999999999995,0.0565075035940041,0.1565075035939541
2,2,Master P,0.07999999999996,0.0,0.07999999999996
2,2,Stacy Keibler,0.1449999999999275,0.0162442252964837,0.1612442252964113
2,2,Tatum O'Neal,0.0849999999999575,0.2251909260504153,0.3101909260503729
2,2,Tia Carrere,0.109999999999945,0.1818883559996766,0.2918883559996216
2,3,Drew Lachey,0.1483516483515668,0.1234479722058008,0.2717996205573676
2,3,George Hamilton,0.1208791208790544,0.1377518178715159,0.2586309387505704
2,3,Giselle Fernandez,0.1208791208790544,0.2259637236042026,0.3468428444832571
2,3,Jerry Rice,0.104395604395547,0.1407900725906672,0.2451856769862143
2,3,Lisa Rinna,0.1373626373625619,0.0858122165223159,0.2231748538848779
2,3,Master P,0.0769230769230346,0.0,0.0769230769230346
2,3,Stacy Keibler,0.1483516483515668,0.1234479722058008,0.2717996205573676
2,3,Tia Carrere,0.1428571428570643,0.1627862249996967,0.3056433678567611
2,4,Drew Lachey,0.1772151898733055,0.1489788515708273,0.3261940414441329
2,4,George Hamilton,0.1329113924049791,0.0,0.1329113924049791
2,4,Jerry Rice,0.151898734177119,0.0337839056794322,0.1856826398565513
2,4,Lisa Rinna,0.1645569620252123,0.2332892969504016,0.397846258975614
2,4,Master P,0.050632911392373,0.0105878225053878,0.0612207338977609
2,4,Stacy Keibler,0.1645569620252123,0.2707307167456548,0.4352876787708671
2,4,Tia Carrere,0.1582278481011657,0.3026294065482959,0.4608572546494616
2,5,Drew Lachey,0.1788079470197491,0.2408883360620491,0.4196962830817982
2,5,George Hamilton,0.1589403973508881,0.0,0.1589403973508881
2,5,Jerry Rice,0.1523178807946011,0.0053308008288176,0.1576486816234187
2,5,Lisa Rinna,0.1655629139071751,0.2984399684426487,0.4640028823498238
2,5,Stacy Keibler,0.1986754966886101,0.2657163645737226,0.4643918612623328
2,5,Tia Carrere,0.1456953642383141,0.1896245300927619,0.3353198943310761
2,6,Drew Lachey,0.2255639097742665,0.339791495157809,0.5653554049320755
2,6,George Hamilton,0.1729323308269376,0.0355874216277534,0.208519752454691
2,6,Jerry Rice,0.1729323308269376,0.0,0.1729323308269376
2,6,Lisa Rinna,0.2030075187968398,0.2326244675562984,0.4356319863531382
2,6,Stacy Keibler,0.2255639097742665,0.3919966156581392,0.6175605254324057
2,7,Drew Lachey,0.2696078431369906,0.3505899632059708,0.6201978063429614
2,7,Jerry Rice,0.2009803921566657,0.0,0.2009803921566657
2,7,Lisa Rinna,0.2598039215683727,0.2552506255592574,0.5150545471276302
2,7,Stacy Keibler,0.2696078431369906,0.3941594112347718,0.6637672543717623
2,8,Drew Lachey,0.343872913180569,0.480714268805763,0.8245871819863322
2,8,Jerry Rice,0.3162063678584322,0.0,0.3162063678584322
2,8,Stacy Keibler,0.3399207189598129,0.5192857311942369,0.8592064501540498
3,1,Emmitt Smith,0.1132075471697579,0.0532184119792512,0.1664259591490091
3,1,Harry Hamlin,0.0801886792452452,0.1232129813824329,0.2034016606276781
3,1,Jerry Springer,0.0754716981131719,0.0779431528928479,0.1534148510060199
3,1,Joey Lawrence,0.0990566037735381,0.0965029790065907,0.1955595827801289
3,1,Mario Lopez,0.1226415094339044,0.0,0.1226415094339044
3,1,Monique Coleman,0.0896226415093917,0.1287540881087306,0.2183767296181223
3,1,Sara Evans,0.0707547169810987,0.0516640347606141,0.1224187517417128
3,1,Shanna Moakler,0.0849056603773184,0.1431929985695754,0.2280986589468939
3,1,Tucker Carlson,0.0566037735848789,0.1126377053829519,0.1692414789678309
3,1,Vivica A. Fox,0.1037735849056114,0.1064368239585023,0.2102104088641138
3,1,Willa Ford,0.1037735849056114,0.1064368239585023,0.2102104088641138
3,2,Emmitt Smith,0.1043478260869111,0.1435574164623247,0.2479052425492359
3,2,Harry Hamlin,0.0913043478260472,0.0680124453622225,0.1593167931882698
3,2,Jerry Springer,0.082608695652138,0.0,0.082608695652138
3,2,Joey Lawrence,0.1260869565216843,0.0522240657479863,0.1783110222696706
