season,week,celebrity_name,audience_share,audience_share_raw
1,1,Joey McIntyre,0.1707102966950653,0.1707102966888235
1,1,John O'Hurley,0.1707102966950653,0.1707102966888235
1,1,Rachel Hunter,0.1707102966950653,0.1707102966888235
1,1,Evander Holyfield,0.17026947268911513,0.17026947268288947
1,1,Kelly Monaco,0.1610328112289174,0.16103281122302948
1,1,Trista Sutter,0.1565668259967716,0.15656682599104696
1,2,Joey McIntyre,0.18744035386845742,0.1874403538613799
1,2,Evander Holyfield,0.1702399420349855,0.1702399420285574
1,2,Trista Sutter,0.1697139415263251,0.1697139415199169
1,2,John O'Hurley,0.16491106206349365,0.1649110620572668
1,2,Rachel Hunter,0.15896179308483546,0.15896179307883324
1,2,Kelly Monaco,0.14873290742190287,0.1487329074162869
1,3,John O'Hurley,0.21974071897508549,0.21974071896505176
1,3,Joey McIntyre,0.21891219578520152,0.21891219577520563
1,3,Rachel Hunter,0.20652326001642612,0.20652326000699592
1,3,Evander Holyfield,0.19341211365912145,0.19341211365028993
1,3,Kelly Monaco,0.16141171156416528,0.16141171155679496
1,4,John O'Hurley,0.2834608807019024,0.28346088068520414
1,4,Rachel Hunter,0.27142938746127676,0.2714293874452873
1,4,Joey McIntyre,0.25021022208860016,0.2502102220738607
1,4,Kelly Monaco,0.19489950974822065,0.19489950973673942
1,5,John O'Hurley,0.3574348218711639,0.3574348218405212
1,5,Joey McIntyre,0.33670459011088383,0.33670459008201836
1,5,Kelly Monaco,0.3058605880179522,0.30586058799173094
1,6,John O'Hurley,0.5044725951287838,0.5044725949388984
1,6,Kelly Monaco,0.4955274048712162,0.4955274046846978
2,1,Lisa Rinna,0.10630830568451298,0.10630830568224932
2,1,Stacy Keibler,0.10524171907589577,0.10524171907365482
2,1,Tia Carrere,0.10232961414067186,0.10232961413849291
2,1,Kenny Mayne,0.10082687114638944,0.10082687114424249
2,1,Giselle Fernandez,0.10011351394758407,0.10011351394545231
2,1,Tatum O'Neal,0.10011351394758407,0.10011351394545231
2,1,Jerry Rice,0.0983509225968307,0.09835092259473648
2,1,George Hamilton,0.09613010169957861,0.09613010169753168
2,1,Master P,0.0956001289416801,0.09560012893964445
2,1,Drew Lachey,0.09498530881927238,0.09498530881724981
2,2,Tatum O'Neal,0.12739019932705448,0.127390199324028
2,2,Tia Carrere,0.12121096567781478,0.12121096567493511
2,2,Jerry Rice,0.11855793621320232,0.11855793621038568
2,2,Giselle Fernandez,0.11655789798951592,0.1165578979867468
2,2,George Hamilton,0.11256074992820196,0.11256074992552781
2,2,Drew Lachey,0.10757368989809954,0.10757368989554386
2,2,Lisa Rinna,0.10331922284075118,0.10331922283829657
2,2,Stacy Keibler,0.09757368989786695,0.09757368989554885
2,2,Master P,0.09525564822749294,0.0952556482252299
2,3,Giselle Fernandez,0.13910194346523383,0.13910194346151086
2,3,Tia Carrere,0.1302777273904414,0.13027772738695462
2,3,Jerry Rice,0.12720545102100178,0.1272054510175972
2,3,George Hamilton,0.12678109264842097,0.12678109264502777
2,3,Drew Lachey,0.12478322189579188,0.12478322189245214
2,3,Stacy Keibler,0.12478322189579188,0.12478322189245214
2,3,Lisa Rinna,0.1195265178933406,0.11952651789014154
2,3,Master P,0.10754082378997762,0.10754082378709935
2,4,Tia Carrere,0.15946826447374082,0.15946826446872747
2,4,Stacy Keibler,0.15615182226214505,0.15615182225723595
2,4,Lisa Rinna,0.15225915390202938,0.15225915389724265
2,4,Drew Lachey,0.14349359441365384,0.1434935944091427
2,4,Jerry Rice,0.1315170828496653,0.13151708284553065
2,4,Master P,0.12910542991302013,0.12910542990896132
2,4,George Hamilton,0.1280046521857455,0.1280046521817213
2,5,Lisa Rinna,0.18509330431274099,0.18509330430562526
2,5,Stacy Keibler,0.1805173729451717,0.1805173729382319
2,5,Drew Lachey,0.177045518059978,0.17704551805317167
2,5,Tia Carrere,0.16987699963570696,0.1698769996291762
2,5,Jerry Rice,0.14410612228901115,0.14410612228347114
2,5,George Hamilton,0.14336068275739114,0.14336068275187977
2,6,Stacy Keibler,0.23169434071614833,0.23169434070475683
2,6,Drew Lachey,0.2230764460409141,0.22307644602994628
2,6,Lisa Rinna,0.2053855628875816,0.2053855628774836
2,6,George Hamilton,0.17285916794423023,0.17285916793573142
2,6,Jerry Rice,0.16698448241112568,0.1669844824029157
2,7,Stacy Keibler,0.2904714232890198,0.29047142327188813
2,7,Drew Lachey,0.2782397055030305,0.27823970548662025
2,7,Lisa Rinna,0.25147405932561034,0.2514740593107787
2,7,Jerry Rice,0.17981481188233941,0.17981481187173415
2,8,Stacy Keibler,0.5208856209961733,0.5434261400644962
2,8,Drew Lachey,0.47911437900382675,0.49984731222473205
2,8,Jerry Rice,0.0,-0.043273452520186106
3,1,Shanna Moakler,0.10017739679578455,0.10017739679385393
3,1,Monique Coleman,0.09761782862345524,0.09761782862157395
3,1,Harry Hamlin,0.09663556154790608,0.09663556154604372
3,1,Tucker Carlson,0.09476089188417962,0.09476089188235338
3,1,Vivica A. Fox,0.0936616738248947,0.09366167382308964
3,1,Willa Ford,0.0936616738248947,0.09366167382308964
3,1,Joey Lawrence,0.0919007144438826,0.0919007144421115
3,1,Jerry Springer,0.08861063388567157,0.08861063388396387
3,1,Emmitt Smith,0.0842277115605664,0.08422771155894315
3,1,Sara Evans,0.0839521643125264,0.08395216431090848
3,1,Mario Lopez,0.07479374929623808,0.07479374929479665
3,2,Mario Lopez,0.11925816838224804,0.11925816837970737
3,2,Willa Ford,0.11094472180808472,0.11094472180572117
3,2,Emmitt Smith,0.10793429928200719,0.10793429927970778
3,2,Monique Coleman,0.10434074839401108,0.10434074839178822
3,2,Shanna Moakler,0.10112110606055116,0.1011211060583969
3,2,Vivica A. Fox,0.09643566364639511,0.09643566364434066
3,2,Harry Hamlin,0.094173233005836,0.09417323300382974
3,2,Sara Evans,0.09271051027679486,0.09271051027481977
3,2,Joey Lawrence,0.09129727013286933,0.09129727013092434
3,2,Jerry Springer,0.08178427901120269,0.08178427900946038
3,3,Mario Lopez,0.1264509594955082,0.12645095949248403
3,3,Joey Lawrence,0.12443729439804924,0.12443729439507324
3,3,Willa Ford,0.11969334320615509,0.11969334320329254
3,3,Harry Hamlin,0.1168397681470847,0.11683976814429041
3,3,Monique Coleman,0.11355258162198978,0.11355258161927409
3,3,Emmitt Smith,0.11320033333746553,0.11320033333475826
3,3,Sara Evans,0.10886536088585444,0.10886536088325086
3,3,Vivica A. Fox,0.10746779076874527,0.1074677907661751
3,3,Jerry Springer,0.06949256813914782,0.06949256813748586
3,4,Monique Coleman,0.14067698553570235,0.14067698553187136
3,4,Vivica A. Fox,0.1380291200490134,0.13802912004525453
3,4,Willa Ford,0.13596181203154217,0.13596181202783958
3,4,Mario Lopez,0.13091130698090211,0.13091130697733708
3,4,Joey Lawrence,0.12955290942723066,0.1295529094237026
3,4,Emmitt Smith,0.12163640017277111,0.12163640016945863
3,4,Sara Evans,0.11955212421650237,0.11955212421324665
3,4,Jerry Springer,0.08367934158633578,0.08367934158405697
3,5,Monique Coleman,0.17496699977402455,0.17496699976815575
3,5,Joey Lawrence,0.16153843895989617,0.16153843895447778
3,5,Mario Lopez,0.1606380391552291,0.1606380391498409
3,5,Willa Ford,0.1599858589227773,0.159985858917411
3,5,Emmitt Smith,0.14717472961717748,0.1471747296122409
3,5,Sara Evans,0.1164612582643902,0.11646125826048381
3,5,Jerry Springer,0.07923467530650515,0.07923467530384742
3,6,Mario Lopez,0.2350512127081738,0.23505121269665663
3,6,Monique Coleman,0.22296661557509265,0.2229666155641676
3,6,Joey Lawrence,0.21966383392144842,0.2196638339106852
3,6,Emmitt Smith,0.2128132244390102,0.21281322442858266
3,6,Jerry Springer,0.10950511335627491,0.10950511335090932
3,7,Joey Lawrence,0.2480285042438346,0.24802850423164668
3,7,Mario Lopez,0.24483649339476318,0.24483649338273214
3,7,Emmitt Smith,0.22927357613755042,0.22927357612628413
3,7,Monique Coleman,0.1922035418554093,0.19220354184596458
3,7,Jerry Springer,0.08565788436844246,0.0856578843642333
3,8,Mario Lopez,0.28033881948675726,0.28033881946948996
3,8,Joey Lawrence,0.27498366686813663,0.2749836668511992
3,8,Emmitt Smith,0.2564493105314056,0.25644931051560976
3,8,Monique Coleman,0.18822820311370045,0.18822820310210664
3,9,Joey Lawrence,0.3471778987897251,0.3471778987621832
3,9,Mario Lopez,0.3406982120441209,0.34069821201709305
3,9,Emmitt Smith,0.312123889166154,0.312123889141393
3,10,Mario Lopez,0.5538169748933184,0.5538169747289181
3,10,Emmitt Smith,0.44618302510668156,0.4461830249742324
4,1,Paulina Porizkova,0.09795515022962115,0.09795515022769828
4,1,Shandi Finnessey,0.09795515022962115,0.09795515022769828
4,1,Apolo Anton Ohno,0.09461305893330438,0.09461305893144711
4,1,Ian Ziering,0.09461305893330438,0.09461305893144711
4,1,John Ratzenberger,0.09447161807601831,0.09447161807416382
4,1,Heather Mills,0.09067764006414544,0.09067764006236544
4,1,Laila Ali,0.08950521544233994,0.08950521544058294
4,1,Billy Ray Cyrus,0.08756807005868894,0.08756807005696997
4,1,Clyde Drexler,0.08634397148286653,0.0863439714811716
4,1,Joey Fatone,0.08465084651020817,0.08465084650854647
4,1,Leeza Gibbons,0.08164622003988148,0.08164622003827876
4,2,Ian Ziering,0.09957642427767031,0.09957642427574576
4,2,Heather Mills,0.09939141183808547,0.0993914118361645
4,2,Joey Fatone,0.09939141183808547,0.0993914118361645
4,2,Shandi Finnessey,0.09406125600571029,0.09406125600389233
4,2,Apolo Anton Ohno,0.09122814653180858,0.09122814653004538
4,2,John Ratzenberger,0.09098963780577703,0.09098963780401843
4,2,Paulina Porizkova,0.09093689104978578,0.0909368910480282
4,2,Leeza Gibbons,0.08966171624455713,0.0896617162428242
4,2,Billy Ray Cyrus,0.08732205361458638,0.08732205361289867
4,2,Laila Ali,0.08714651387867015,0.08714651387698583
4,2,Clyde Drexler,0.07029453691526344,0.07029453691390483
4,3,Heather Mills,0.11176962586309036,0.11176962586066193
4,3,Joey Fatone,0.11022212776566917,0.11022212776327435
4,3,Laila Ali,0.10776677278193524,0.10776677277959376
4,3,Ian Ziering,0.10725352157723075,0.10725352157490044
4,3,Apolo Anton Ohno,0.10632576451288785,0.1063257645105777
4,3,Leeza Gibbons,0.1059154014016691,0.10591540139936785
4,3,Billy Ray Cyrus,0.0939394670017894,0.09393946699974837
4,3,Shandi Finnessey,0.09228469121417104,0.09228469121216595
4,3,John Ratzenberger,0.09152797765095856,0.09152797764896992
4,3,Clyde Drexler,0.0729946502305986,0.07299465022901264
4,4,Heather Mills,0.12773121389807138,0.12773121389487124
4,4,Ian Ziering,0.12307809049904231,0.12307809049595875
4,4,Laila Ali,0.12075424964710708,0.12075424964408174
4,4,Apolo Anton Ohno,0.11895708882612026,0.11895708882313993
4,4,Billy Ray Cyrus,0.11359407570633583,0.11359407570348987
4,4,Leeza Gibbons,0.11354524583476862,0.11354524583192388
4,4,Joey Fatone,0.10843077303638839,0.1084307730336718
4,4,John Ratzenberger,0.09916713555229212,0.0991671355498076
4,4,Clyde Drexler,0.07474212699987404,0.07474212699800147
4,5,Heather Mills,0.14568709415037676,0.14568709414620395
4,5,Joey Fatone,0.14207843183555807,0.14207843183148863
4,5,Ian Ziering,0.1347904462315351,0.13479044622767442
4,5,Laila Ali,0.13301225698491764,0.13301225698110788
4,5,Billy Ray Cyrus,0.12735670510385116,0.1273567051002034
4,5,Apolo Anton Ohno,0.12164862062096225,0.12164862061747797
4,5,John Ratzenberger,0.11139813892473689,0.11139813892154621
4,5,Clyde Drexler,0.08402830614806209,0.08402830614565533
4,6,Heather Mills,0.16283006164033179,0.1628300616350561
4,6,Apolo Anton Ohno,0.15949789582937904,0.15949789582421128
4,6,Laila Ali,0.15721229481659746,0.15721229481150376
4,6,Joey Fatone,0.1481436981647281,0.14814369815992826
4,6,Ian Ziering,0.14813188002861044,0.14813188002381095
4,6,Billy Ray Cyrus,0.11291277691179288,0.1129127769081345
4,6,John Ratzenberger,0.11127139260856034,0.11127139260495514
4,7,Laila Ali,0.19630498441819424,0.19630498441048394
4,7,Apolo Anton Ohno,0.19316862654936495,0.19316862654177785
4,7,Joey Fatone,0.18747363333201458,0.18747363332465117
4,7,Ian Ziering,0.18532361965563574,0.18532361964835675
4,7,Billy Ray Cyrus,0.1276290947103111,0.12762909470529818
4,7,John Ratzenberger,0.11010004133447938,0.11010004133015497
4,8,Apolo Anton Ohno,0.2295175682781317,0.2295175682675084
4,8,Laila Ali,0.2215665701964452,0.22156657018618994
4,8,Joey Fatone,0.21725745878668765,0.21725745877663183
4,8,Ian Ziering,0.19721953659285152,0.19721953658372315
4,8,Billy Ray Cyrus,0.1344388661458839,0.13443886613966136
4,9,Apolo Anton Ohno,0.2691220282957192,0.26912202827929654
4,9,Laila Ali,0.2632097921442324,0.2632097921281706
4,9,Joey Fatone,0.26280032073538234,0.2628003207193455
4,9,Ian Ziering,0.2048678588246659,0.20486785881216427
4,10,Apolo Anton Ohno,0.38216324392841317,0.3821632438435159
4,10,Joey Fatone,0.3541595742834216,0.3541595742047453
4,10,Laila Ali,0.2636771817881651,0.2636771817295895
5,1,Albert Reed,0.08899220563371756,0.088992205632167
5,1,Cameron Mathison,0.08899220563371756,0.088992205632167
5,1,Jennie Garth,0.08899220563371756,0.088992205632167
5,1,Marie Osmond,0.08899220563371756,0.088992205632167
5,1,Mark Cuban,0.08899220563371756,0.088992205632167
5,1,Jane Seymour,0.08473970308247233,0.08473970308099588
5,1,Mel B,0.08473970308247233,0.08473970308099588
5,1,Helio Castroneves,0.08084865249874847,0.0808486524973398
5,1,Wayne Newton,0.0774864596630313,0.07748645966168122
5,1,Josie Maran,0.07734781725193743,0.07734781725058976
5,1,Sabrina Bryan,0.0769576019150246,0.07695760191368373
5,1,Floyd Mayweather Jr. ,0.0729190343377257,0.07291903433645519
5,2,Jane Seymour,0.09846219222801161,0.09846219222612528
5,2,Mel B,0.09689309812556121,0.09689309812370493
5,2,Floyd Mayweather Jr. ,0.09527298020872775,0.09527298020690252
5,2,Marie Osmond,0.09494083148592407,0.09494083148410519
5,2,Albert Reed,0.09427775279993134,0.09427775279812516
5,2,Cameron Mathison,0.09427775279993134,0.09427775279812516
5,2,Jennie Garth,0.09427775279993134,0.09427775279812516
5,2,Mark Cuban,0.09157368630062629,0.09157368629887191
5,2,Sabrina Bryan,0.08653747014122878,0.0865374701395709
5,2,Helio Castroneves,0.08233578946888115,0.08233578946730376
5,2,Wayne Newton,0.0711506936412451,0.071150693639882
5,3,Helio Castroneves,0.111601772423694,0.11160177242130359
5,3,Marie Osmond,0.10850992442529257,0.10850992442296839
5,3,Cameron Mathison,0.1064535710829965,0.10645357108071636
5,3,Jane Seymour,0.10540511724252888,0.1054051172402712
5,3,Mel B,0.10540511724252888,0.1054051172402712
5,3,Sabrina Bryan,0.10540511724252888,0.1054051172402712
5,3,Jennie Garth,0.10476710287635779,0.10476710287411378
5,3,Floyd Mayweather Jr. ,0.09320520134438763,0.09320520134239126
5,3,Mark Cuban,0.09043919620481163,0.0904391962028745
5,3,Wayne Newton,0.0688078799148732,0.06880787991339939
5,4,Helio Castroneves,0.12377126985146569,0.12377126984852739
5,4,Jennie Garth,0.12214274748183929,0.12214274747893965
5,4,Mel B,0.12061266786169021,0.12061266785882689
5,4,Jane Seymour,0.11972511325407763,0.11972511325123537
5,4,Marie Osmond,0.11718155602582414,0.11718155602304227
5,4,Sabrina Bryan,0.11346599272609094,0.11346599272339727
5,4,Cameron Mathison,0.11343035497221392,0.1134303549695211
5,4,Floyd Mayweather Jr. ,0.08803132092887422,0.08803132092678438
5,4,Mark Cuban,0.08163897689792395,0.08163897689598586
5,5,Helio Castroneves,0.13760174311871598,0.13760174311493512
